id,question,solution_a,total_runtime_a,avg_memory_a,solution_b,total_runtime_b,avg_memory_b,solution_c,total_runtime_c,avg_memory_c,order
89,"
def index_based_shift(text: str) -> str:
""""""
Given a string 'text', return a new string where every alphabetic character
is shifted forward in the alphabet by an amount equal to its index (0-indexed).

The shift is cyclic (wrapping around from 'z' to 'a' or 'Z' to 'A').
Non-alphabetic characters remain unchanged.

Examples:
index_based_shift(""abc"") == ""ace""
index_based_shift(""Hello"") == ""Hfnos""
index_based_shift(""World!"") == ""WqZnk!""
index_based_shift(""xyz"") == ""xzc""
""""""
","def index_based_shift(text: str) -> str:
    result = []
    for i, c in enumerate(text):
        if c.isalpha():
            base = ord('A') if c.isupper() else ord('a')
            shifted = chr((ord(c) - base + i) % 26 + base)
            result.append(shifted)
        else:
            result.append(c)
    return ''.join(result)",0.000359,25.99941406,"def index_based_shift(text: str) -> str:
    lower_alphabet = ""abcdefghijklmnopqrstuvwxyz""
    upper_alphabet = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""
    shifted_result = """"
    for i in range(len(text)):
        char = text[i]
        if char in lower_alphabet:
            old_pos = lower_alphabet.index(char)
            shifted_result += lower_alphabet[(old_pos + i) % 26]
        elif char in upper_alphabet:
            old_pos = upper_alphabet.index(char)
            shifted_result += upper_alphabet[(old_pos + i) % 26]
        else:
            shifted_result += char
    return shifted_result",0.000368,25.99941406,"def index_based_shift(text: str) -> str:
    lower = ""abcdefghijklmnopqrstuvwxyz""
    upper = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""
    maps = []
    for shift in range(26):
        low_map = {}
        up_map = {}
        for idx, ch in enumerate(lower):
            low_map[ch] = lower[(idx + shift) % 26]
        for idx, ch in enumerate(upper):
            up_map[ch] = upper[(idx + shift) % 26]
        maps.append((low_map, up_map))
    res = []
    for i, ch in enumerate(text):
        if ch.islower():
            res.append(maps[i % 26][0][ch])
        elif ch.isupper():
            res.append(maps[i % 26][1][ch])
        else:
            res.append(ch)
    return ''.join(res)",0.000368,25.99941406,"['a', 'b', 'c']"
90,"
def count_chain_pairs(words):
""""""
Given a list of non-empty strings, return the count of pairs (i, j) such that
i < j and the last character of words[i] is identical to the first character of words[j].
The comparison is case-sensitive.

Examples:
count_chain_pairs([""apple"", ""egg"", ""goat""]) == 2
count_chain_pairs([""cat"", ""dog"", ""tiger""]) == 1
count_chain_pairs([""a"", ""a"", ""a""]) == 3
count_chain_pairs([""abc"", ""def"", ""ghi""]) == 0
""""""
pass
","def count_chain_pairs(words):
    count = 0
    for i in range(len(words)):
        for j in range(i + 1, len(words)):
            if words[i][-1] == words[j][0]:
                count += 1
    return count",0.0004389,26.54140625,"def count_chain_pairs(words):
    count = 0
    starts = {}
    for word in words[::-1]:
        last_char = word[-1]
        if last_char in starts:
            count += starts[last_char]
        first_char = word[0]
        starts[first_char] = starts.get(first_char, 0) + 1
    return count",0.0004235,26.54140625,"def count_chain_pairs(words):
    last_count = {}
    total = 0
    for w in words:
        total += last_count.get(w[0], 0)
        last_count[w[-1]] = last_count.get(w[-1], 0) + 1
    return total",0.0004235,26.54140625,"['c', 'b', 'a']"
91,"
from typing import List

def group_by_parity_sum(numbers: List[int]) -> List[int]:
""""""
Given a list of integers, partition the list into contiguous groups where each group
consists of numbers that share the same parity (either all even or all odd).
Return a new list containing the sum of elements for each of these groups in order.

If the input list is empty, return an empty list.

Examples:
group_by_parity_sum([1, 3, 2, 4]) == [4, 6] # [1, 3] are odd, [2, 4] are even
group_by_parity_sum([1, 2, 3, 4]) == [1, 2, 3, 4] # Alternating parity creates groups of size 1
group_by_parity_sum([2, 4, 6, 8]) == [20] # All are even
group_by_parity_sum([1, 3, 5, 2, 4, 1]) == [9, 6, 1] # [1, 3, 5], [2, 4], [1]
""""""
pass
","from typing import List

def group_by_parity_sum(numbers: List[int]) -> List[int]:
    if not numbers:
        return []
    result = []
    current_sum = numbers[0]
    current_parity = numbers[0] % 2
    for n in numbers[1:]:
        if n % 2 == current_parity:
            current_sum += n
        else:
            result.append(current_sum)
            current_sum = n
            current_parity = n % 2
    result.append(current_sum)
    return result",0.0004757,26.88242188,"from typing import List

def group_by_parity_sum(numbers: List[int]) -> List[int]:
    res = []
    i = 0
    while i < len(numbers):
        start = i
        p = numbers[i] % 2
        while i < len(numbers) and numbers[i] % 2 == p:
            i += 1
        res.append(sum(numbers[start:i]))
    return res",0.000472,26.88242188,"def group_by_parity_sum(numbers: List[int]) -> List[int]:
    from itertools import groupby
    return [sum(group) for _, group in groupby(numbers, key=lambda x: x % 2)]",0.000472,26.88242188,"['b', 'a', 'c']"
92,"
from typing import List

def filter_by_prefix_limit(numbers: List[int], limit: int) -> List[int]:
""""""
Given a list of integers and an integer limit, return a new list containing
only the elements that appear within the first 'limit' occurrences of that
specific value in the original list, preserving the original order.

>>> filter_by_prefix_limit([1, 2, 3, 1, 2, 1], 2)
[1, 2, 3, 1, 2]
>>> filter_by_prefix_limit([5, 5, 5, 5], 1)
[5]
>>> filter_by_prefix_limit([10, 20, 30], 5)
[10, 20, 30]
""""""
pass
","from typing import List

def filter_by_prefix_limit(numbers: List[int], limit: int) -> List[int]:
    from collections import defaultdict
    counts = defaultdict(int)
    result = []
    for n in numbers:
        if counts[n] < limit:
            result.append(n)
            counts[n] += 1
    return result",0.000576,26.88847656,"from typing import List

def filter_by_prefix_limit(numbers: List[int], limit: int) -> List[int]:
    filtered = []
    for i, num in enumerate(numbers):
        if numbers[:i].count(num) < limit:
            filtered.append(num)
    return filtered",0.0007397,26.88847656,"def filter_by_prefix_limit(numbers: List[int], limit: int) -> List[int]:
    index_map = {}
    if limit <= 0:
        return []
    for idx, val in enumerate(numbers):
        lst = index_map.get(val)
        if lst is None:
            index_map[val] = [idx]
        elif len(lst) < limit:
            lst.append(idx)
    idxs = []
    for lst in index_map.values():
        idxs.extend(lst)
    idxs.sort()
    return [numbers[i] for i in idxs]",0.0007397,26.88847656,"['a', 'b', 'c']"
93,"
def bridge_words(text: str) -> str:
""""""
Given a string `text`, return a new string where every whitespace sequence
between two words is replaced by the string representation of the sum of
the lengths of the two adjacent words.

- Words are defined as sequences of non-space characters.
- Leading and trailing spaces should be ignored.
- If there is only one word, return it as is.

Examples:
bridge_words(""Hello World"") == ""Hello10World""
bridge_words("" is great "") == "" 8is7great""
bridge_words(""a bb ccc"") == ""a3bb5ccc""
bridge_words("""") == """"
""""""
","def bridge_words(text: str) -> str:
    words = text.split()
    if len(words) <= 1:
        return text.strip()
    result = [words[0]]
    for i in range(1, len(words)):
        bridge = len(words[i-1]) + len(words[i])
        result.append(str(bridge))
        result.append(words[i])
    return ''.join(result)",0,0,"def bridge_words(text: str) -> str:
    w = text.split()
    n = len(w)
    if n < 2:
        return """".join(w)
    
    res = [None] * (2 * n - 1)
    res[::2] = w
    res[1::2] = [str(len(w[i]) + len(w[i+1])) for i in range(n - 1)]
    
    return """".join(res)",0,0,"def bridge_words(text: str) -> str:
    n = len(text)
    i = 0
    while i < n and text[i].isspace():
        i += 1
    if i >= n:
        return """"
    j = i
    while j < n and not text[j].isspace():
        j += 1
    first = text[i:j]
    res = [first]
    prev_len = len(first)
    i = j
    while True:
        while i < n and text[i].isspace():
            i += 1
        if i >= n:
            break
        j = i
        while j < n and not text[j].isspace():
            j += 1
        w = text[i:j]
        res.append(str(prev_len + len(w)))
        res.append(w)
        prev_len = len(w)
        i = j
    return ''.join(res)",0,0,"['a', 'b', 'c']"
94,"
def interleave_batches(lst1: list, lst2: list, batch_size: int) -> list:
""""""
Given two lists and a positive integer batch_size, interleave elements by taking
batches of batch_size from each list alternatingly, starting with lst1.
If one list is exhausted, append the remaining elements of the other list.

>>> interleave_batches([1, 2, 3, 4, 5], [6, 7], 2)
[1, 2, 6, 7, 3, 4, 5]
>>> interleave_batches([1, 2], [3, 4, 5, 6], 1)
[1, 3, 2, 4, 5, 6]
>>> interleave_batches([], [1, 2, 3], 2)
[1, 2, 3]
>>> interleave_batches([10, 20], [30, 40], 5)
[10, 20, 30, 40]
""""""
","def interleave_batches(lst1: list, lst2: list, batch_size: int) -> list:
    result = []
    i1, i2 = 0, 0
    turn = 1
    while i1 < len(lst1) or i2 < len(lst2):
        if turn == 1:
            result.extend(lst1[i1:i1+batch_size])
            i1 += batch_size
            turn = 2
        else:
            result.extend(lst2[i2:i2+batch_size])
            i2 += batch_size
            turn = 1
        if i1 >= len(lst1) and i2 < len(lst2):
            result.extend(lst2[i2:])
            break
        if i2 >= len(lst2) and i1 < len(lst1):
            result.extend(lst1[i1:])
            break
    return result",0.0005914,27.51679688,"def interleave_batches(lst1: list, lst2: list, batch_size: int) -> list:
    result = []
    a, b = lst1, lst2
    while a:
        result.extend(a[:batch_size])
        a = a[batch_size:]
        a, b = b, a
    return result + b",0.0005569,27.51679688,"def interleave_batches(lst1: list, lst2: list, batch_size: int) -> list:
    chunks1 = [lst1[i:i+batch_size] for i in range(0, len(lst1), batch_size)]
    chunks2 = [lst2[i:i+batch_size] for i in range(0, len(lst2), batch_size)]
    result = []
    max_len = max(len(chunks1), len(chunks2))
    for k in range(max_len):
        if k < len(chunks1):
            result.extend(chunks1[k])
        if k < len(chunks2):
            result.extend(chunks2[k])
    return result",0.0005569,27.51679688,"['b', 'c', 'a']"
95,"
def weave_and_reverse(s1: str, s2: str) -> str:
""""""
Create a new string by interleaving characters from s1 and s2, starting with s1.
If the strings are of unequal length, the remaining substring of the longer
string must be reversed before being appended to the end.

Examples:
weave_and_reverse(""cat"", ""dog"") == ""cdaotg""
weave_and_reverse(""apple"", ""12"") == ""a1p2elp""
weave_and_reverse(""a"", ""bcde"") == ""abedc""
weave_and_reverse("""", ""hello"") == ""olleh""
""""""
pass
","def weave_and_reverse(s1: str, s2: str) -> str:
    result = []
    min_len = min(len(s1), len(s2))
    for i in range(min_len):
        result.append(s1[i])
        result.append(s2[i])
    if len(s1) > min_len:
        result.append(s1[min_len:][::-1])
    elif len(s2) > min_len:
        result.append(s2[min_len:][::-1])
    return ''.join(result)",0.0003891,26.12109375,"def weave_and_reverse(s1: str, s2: str) -> str:
    ans = """"
    while s1 and s2:
        ans += s1[0] + s2[0]
        s1 = s1[1:]
        s2 = s2[1:]
    return ans + (s1 + s2)[::-1]",0.0003658,26.12109375,"def weave_and_reverse(s1: str, s2: str) -> str:
    min_len = min(len(s1), len(s2))
    inter = ''.join(s1[i] + s2[i] for i in range(min_len))
    if len(s1) > min_len:
        return inter + s1[min_len:][::-1]
    elif len(s2) > min_len:
        return inter + s2[min_len:][::-1]
    else:
        return inter",0.0003658,26.12109375,"['b', 'a', 'c']"
96,"
def categorize_sort(items: list) -> dict:
""""""
Given a list of strings, return a dictionary with keys 'alpha' and 'numeric'.
- 'alpha' contains strings consisting only of letters, sorted alphabetically.
- 'numeric' contains strings consisting only of digits, sorted by their integer value.
Strings that are mixed or contain symbols should be ignored.

>>> categorize_sort(['apple', '10', '2', 'banana', 'a1'])
{'alpha': ['apple', 'banana'], 'numeric': ['2', '10']}
>>> categorize_sort(['100', '05', 'cat', 'ZEBRA'])
{'alpha': ['ZEBRA', 'cat'], 'numeric': ['05', '100']}
>>> categorize_sort(['mixed123', '..', ''])
{'alpha': [], 'numeric': []}
""""""
","def categorize_sort(items: list) -> dict:
    alpha = []
    numeric = []
    for item in items:
        if item and item.isalpha():
            alpha.append(item)
        elif item and item.isdigit():
            numeric.append(item)
    return {'alpha': sorted(alpha), 'numeric': sorted(numeric, key=int)}",0.0005178,26.85136719,"def categorize_sort(items: list) -> dict:
    alpha = list(filter(str.isalpha, items))
    numeric = list(filter(str.isdigit, items))
    alpha.sort()
    numeric.sort(key=int)
    return {'alpha': alpha, 'numeric': numeric}",0.0005129,26.85136719,"def categorize_sort(items: list) -> dict:
    alpha = []
    numeric = []
    for s in items:
        if s is None or len(s) == 0:
            continue
        if all(('A' <= c <= 'Z') or ('a' <= c <= 'z') for c in s):
            alpha.append(s)
        elif all('0' <= c <= '9' for c in s):
            numeric.append(s)
    alpha.sort()
    numeric.sort(key=lambda x: int(x))
    return {'alpha': alpha, 'numeric': numeric}",0.0005129,26.85136719,"['b', 'a', 'c']"
97,"
def conditional_prefix_sum(numbers: list, k: int) -> list:
""""""
Return a list where each element is the running sum of the input 'numbers'.
However, if the current running sum is a multiple of 'k', reset the running
accumulator to 0 for the calculation of the next element. The current running
sum is included in the output before the reset. k will always be > 0.

conditional_prefix_sum([1, 2, 3, 4], 3) == [1, 3, 3, 4]
conditional_prefix_sum([2, 4, 9, 1], 2) == [2, 4, 9, 10]
conditional_prefix_sum([5, 5, 5], 5) == [5, 5, 5]
conditional_prefix_sum([], 10) == []
""""""
","def conditional_prefix_sum(numbers: list, k: int) -> list:
    result = []
    acc = 0
    for n in numbers:
        acc += n
        result.append(acc)
        if acc % k == 0:
            acc = 0
    return result",0.0004596,26.90292969,"def conditional_prefix_sum(numbers: list, k: int) -> list:
    result = []
    for x in numbers:
        if result and result[-1] % k != 0:
            result.append(x + result[-1])
        else:
            result.append(x)
    return result",0.0004582,26.90292969,"def conditional_prefix_sum(numbers: list, k: int) -> list:
    def rec(i, acc):
        if i == len(numbers):
            return []
        acc += numbers[i]
        next_acc = 0 if acc % k == 0 else acc
        return [acc] + rec(i + 1, next_acc)
    return rec(0, 0)",0.0004582,26.90292969,"['b', 'a', 'c']"
98,"
from typing import List

def select_special_numbers(numbers: List[int]) -> List[int]:
""""""
From a given list of integers, filter and return a sorted list of numbers that satisfy
all of the following conditions:
1. The number is positive.
2. The number is even.
3. The sum of its digits is an odd integer.

Args:
numbers: A list of integers.

Returns:
A list of integers sorted in ascending order.

Examples:
select_special_numbers([12, 23, 34, 45, 56]) == [12, 34, 56]
select_special_numbers([-12, 2, 4, 10, 20]) == [10]
select_special_numbers([8, 18, 28, 38]) == [18, 38]
""""""
","from typing import List

def select_special_numbers(numbers: List[int]) -> List[int]:
    result = []
    for n in numbers:
        if n > 0 and n % 2 == 0:
            digit_sum = sum(int(d) for d in str(n))
            if digit_sum % 2 == 1:
                result.append(n)
    return sorted(result)",0.0010175,26.8046875,"from typing import List

def select_special_numbers(numbers: List[int]) -> List[int]:
    special = []
    for val in numbers:
        if val % 2 == 0 and val > 0:
            total = 0
            temp = val
            while temp:
                total += temp % 10
                temp //= 10
            if total % 2:
                special.append(val)
    special.sort()
    return special",0.0005529,26.8046875,"from typing import List

def select_special_numbers(numbers: List[int]) -> List[int]:
    def parity_of_digit_sum(n: int) -> int:
        if n == 0:
            return 0
        return ((n % 10) & 1) ^ parity_of_digit_sum(n // 10)
    result = []
    for n in numbers:
        if n > 0 and n % 2 == 0 and parity_of_digit_sum(n) == 1:
            result.append(n)
    return sorted(result)
",0.0005529,26.8046875,"['b', 'c', 'a']"
99,"
def sum_increasing_groups(numbers: list[int]) -> list[int]:
""""""
Given a list of integers, partition the list into contiguous groups where each group
is strictly increasing. Return a list containing the sum of the numbers in each group.

>>> sum_increasing_groups([1, 2, 3, 1, 2, 5])
[6, 8]
>>> sum_increasing_groups([5, 4, 3, 2, 1])
[5, 4, 3, 2, 1]
>>> sum_increasing_groups([10, 20, 20, 30])
[30, 20, 30]
>>> sum_increasing_groups([])
[]
""""""
","def sum_increasing_groups(numbers: list[int]) -> list[int]:
    if not numbers:
        return []
    result = []
    current_sum = numbers[0]
    for i in range(1, len(numbers)):
        if numbers[i] > numbers[i-1]:
            current_sum += numbers[i]
        else:
            result.append(current_sum)
            current_sum = numbers[i]
    result.append(current_sum)
    return result",0.0004838,26.91757813,"def sum_increasing_groups(numbers: list[int]) -> list[int]:
    res = []
    i = 0
    n = len(numbers)
    while i < n:
        start = i
        i += 1
        while i < n and numbers[i] > numbers[i - 1]:
            i += 1
        res.append(sum(numbers[start:i]))
    return res",0.0004693,26.91757813,"def sum_increasing_groups(numbers: list[int]) -> list[int]:
    if not numbers:
        return []
    n = len(numbers)
    starts = [0]
    for i in range(1, n):
        if numbers[i] <= numbers[i-1]:
            starts.append(i)
    res = []
    for idx, s in enumerate(starts):
        end = starts[idx+1] if idx+1 < len(starts) else n
        res.append(sum(numbers[s:end]))
    return res",0.0004693,26.91757813,"['b', 'a', 'c']"
100,"
from typing import List

def sort_by_digit_sum(strings: List[str]) -> List[str]:
""""""
Filter the input list to keep only strings that contain at least one digit.
Sort the remaining strings in ascending order based on the sum of the digits
contained within each string. If two strings have the same digit sum,
sort them alphabetically.

>>> sort_by_digit_sum([""abc"", ""a1b2"", ""10"", ""5""])
['10', 'a1b2', '5']
>>> sort_by_digit_sum([""xy"", ""22"", ""13"", ""4""])
['13', '22', '4']
>>> sort_by_digit_sum([""no_digits"", ""1a"", ""b0""])
['b0', '1a']
>>> sort_by_digit_sum([])
[]
""""""
","from typing import List

def sort_by_digit_sum(strings: List[str]) -> List[str]:
    filtered = [s for s in strings if any(c.isdigit() for c in s)]
    def digit_sum(s):
        return sum(int(c) for c in s if c.isdigit())
    return sorted(filtered, key=lambda s: (digit_sum(s), s))",0.0005371,26.61035156,"from typing import List

def sort_by_digit_sum(strings: List[str]) -> List[str]:
    scored = []
    for text in strings:
        total = 0
        has_digit = False
        for char in text:
            if char.isdigit():
                total += int(char)
                has_digit = True
        if has_digit:
            scored.append((total, text))
    scored.sort()
    return [item[1] for item in scored]",0.0004773,26.61035156,"def sort_by_digit_sum(strings: List[str]) -> List[str]:
    import re
    digit_finder = re.compile(r""\d"")
    def digit_sum(s: str) -> int:
        total = 0
        for ch in s:
            if '0' <= ch <= '9':
                total += ord(ch) - 48
        return total
    filtered = [s for s in strings if digit_finder.search(s)]
    return sorted(filtered, key=lambda s: (digit_sum(s), s))",0.0004773,26.61035156,"['b', 'a', 'c']"
101,"
from typing import List, Dict

def group_words_by_frequency(words: List[str]) -> Dict[int, List[str]]:
""""""
Given a list of words, count the occurrences of each word and group the words by their frequency.
Return a dictionary where the keys are the frequency counts (integers) and the values are
lists of unique words that appear that many times, sorted alphabetically.

Examples:
group_words_by_frequency([""apple"", ""banana"", ""apple"", ""orange""]) == {1: [""banana"", ""orange""], 2: [""apple""]}
group_words_by_frequency([""a"", ""b"", ""c"", ""a"", ""b""]) == {1: [""c""], 2: [""a"", ""b""]}
group_words_by_frequency([]) == {}
group_words_by_frequency([""same"", ""same"", ""same""]) == {3: [""same""]}
""""""
","from typing import List, Dict

def group_words_by_frequency(words: List[str]) -> Dict[int, List[str]]:
    from collections import Counter
    counts = Counter(words)
    result = {}
    for word, freq in counts.items():
        if freq not in result:
            result[freq] = []
        result[freq].append(word)
    for freq in result:
        result[freq].sort()
    return result",0.0005828,27.35332031,"from typing import List, Dict

def group_words_by_frequency(words: List[str]) -> Dict[int, List[str]]:
    unique_words = sorted(set(words))
    word_to_freq = {word: words.count(word) for word in unique_words}
    freq_list = sorted(set(word_to_freq.values()))
    return {f: [w for w in unique_words if word_to_freq[w] == f] for f in freq_list}",0.0005725,27.35332031,"def group_words_by_frequency(words):
    if not words:
        return {}
    sorted_words = sorted(words)
    freq_map = {}
    i = 0
    n = len(sorted_words)
    while i < n:
        w = sorted_words[i]
        count = 1
        i += 1
        while i < n and sorted_words[i] == w:
            count += 1
            i += 1
        freq_map.setdefault(count, []).append(w)
    return freq_map",0.0005725,27.35332031,"['c', 'b', 'a']"
102,"
def get_special_string_sum(strings: list[str]) -> int:
""""""
You are given a list of strings. Calculate the sum of the lengths of
strings that satisfy two conditions:
1. The string starts with a vowel ('a', 'e', 'i', 'o', 'u'), case-insensitive.
2. The string contains at least one numeric digit ('0'-'9').

Return 0 if no string matches these conditions.

Examples:
get_special_string_sum([""Apple1"", ""banana"", ""azure"", ""E8""]) == 8
get_special_string_sum([""1st"", ""order"", ""unit""]) == 0
get_special_string_sum([""a1"", ""e2"", ""i3"", ""o4"", ""u5""]) == 10
get_special_string_sum([]) == 0
""""""
pass
","def get_special_string_sum(strings: list[str]) -> int:
    vowels = set('aeiouAEIOU')
    total = 0
    for s in strings:
        if s and s[0] in vowels and any(c.isdigit() for c in s):
            total += len(s)
    return total",0.0004984,26.71425781,"def get_special_string_sum(strings: list[str]) -> int:
    matches = []
    vowels = ('a', 'e', 'i', 'o', 'u')
    for word in strings:
        if word.lower().startswith(vowels):
            for char in word:
                if char.isdigit():
                    matches.append(len(word))
                    break
    return sum(matches)",0.0005199,26.71425781,"def get_special_string_sum(strings: list[str]) -> int:
    import re
    pat = re.compile(r'^[aeiouAEIOU].*\d')
    return sum(len(s) for s in strings if pat.match(s))
",0.0005199,26.71425781,"['a', 'b', 'c']"
103,"
def sum_unique_divisibles(numbers: list, k: int) -> int:
""""""
Given a list of integers and an integer k, return the sum of all elements
in the list that satisfy two conditions:
1. The element appears exactly once in the list.
2. The element is divisible by k.

If no elements satisfy these conditions, return 0.

Examples:
sum_unique_divisibles([4, 4, 8, 12], 4) == 20
sum_unique_divisibles([1, 2, 3, 5], 2) == 2
sum_unique_divisibles([6, 6, 6], 3) == 0
sum_unique_divisibles([1, 3, 5], 2) == 0
""""""
pass
","def sum_unique_divisibles(numbers: list, k: int) -> int:
    from collections import Counter
    counts = Counter(numbers)
    return sum(n for n in numbers if counts[n] == 1 and n % k == 0)",0.001185,27.18632813,"def sum_unique_divisibles(numbers: list, k: int) -> int:
    once = set()
    multiple = set()
    for x in numbers:
        if x in multiple:
            continue
        if x in once:
            once.remove(x)
            multiple.add(x)
        else:
            once.add(x)
    total = 0
    for x in once:
        if x % k == 0:
            total += x
    return total",0.0005683,27.18632813,"def sum_unique_divisibles(numbers: list, k: int) -> int:
    total = 0
    if k == 0:
        return 0
    for x in numbers:
        if numbers.count(x) == 1 and x % k == 0:
            total += x
    return total",0.0005683,27.18632813,"['b', 'c', 'a']"
104,"
def priority_shuffle(numbers: list[int]) -> list[int]:
""""""
Separate the input list into two groups: even numbers and odd numbers.
Interleave these two groups to form a new list, starting with the group that has the larger sum.
If the sums are equal, start with the even group.

The interleaving process takes one element from the starting group, then one from the other,
repeating until one group is exhausted. Any remaining elements from the longer group are
appended to the end. The relative order of elements within the even and odd groups must
be preserved.

Examples:
priority_shuffle([1, 2, 3, 4]) -> [2, 1, 4, 3]
# Evens: [2, 4] (sum 6), Odds: [1, 3] (sum 4). Evens start.

priority_shuffle([10, 2, 3]) -> [10, 3, 2]
# Evens: [10, 2] (sum 12), Odds: [3] (sum 3). Evens start.

priority_shuffle([5, 7, 2]) -> [5, 2, 7]
# Evens: [2] (sum 2), Odds: [5, 7] (sum 12). Odds start.
""""""
pass
","def priority_shuffle(numbers: list[int]) -> list[int]:
    evens = [n for n in numbers if n % 2 == 0]
    odds = [n for n in numbers if n % 2 == 1]
    even_sum = sum(evens)
    odd_sum = sum(odds)
    if odd_sum > even_sum:
        first, second = odds, evens
    else:
        first, second = evens, odds
    result = []
    for i in range(max(len(first), len(second))):
        if i < len(first):
            result.append(first[i])
        if i < len(second):
            result.append(second[i])
    return result",0.0004416,26.42070313,"def priority_shuffle(numbers: list[int]) -> list[int]:
    evens = [n for n in numbers if n % 2 == 0]
    odds = [n for n in numbers if n % 2 != 0]

    if sum(evens) >= sum(odds):
        p_iter, s_iter = iter(evens), iter(odds)
    else:
        p_iter, s_iter = iter(odds), iter(evens)

    res = []
    for x in p_iter:
        res.append(x)
        try:
            res.append(next(s_iter))
        except StopIteration:
            res.extend(p_iter)
            break
    res.extend(s_iter)
    return res",0.0004626,26.42070313,"def priority_shuffle(numbers: list[int]) -> list[int]:
    from collections import deque
    evens = deque(n for n in numbers if n % 2 == 0)
    odds = deque(n for n in numbers if n % 2 != 0)
    sum_e = sum(evens)
    sum_o = sum(odds)
    if sum_e >= sum_o:
        first, second = evens, odds
    else:
        first, second = odds, evens
    res = []
    while first and second:
        res.append(first.popleft())
        res.append(second.popleft())
    if first:
        res.extend(list(first))
    if second:
        res.extend(list(second))
    return res",0.0004626,26.42070313,"['a', 'b', 'c']"
105,"
def dominant_char_span(s: str) -> str:
""""""
Given a string s, identify the character with the highest frequency.
If multiple characters share the highest frequency, pick the one that is alphabetically first.
Return the substring of s that spans from the first occurrence to the last occurrence
of that character (inclusive). Return an empty string if s is empty.

>>> dominant_char_span(""banana"")
'anana'
>>> dominant_char_span(""azaz"")
'aza'
>>> dominant_char_span(""hello"")
'll'
>>> dominant_char_span("""")
''
""""""
","def dominant_char_span(s: str) -> str:
    if not s:
        return """"
    from collections import Counter
    counts = Counter(s)
    max_freq = max(counts.values())
    candidates = [c for c in counts if counts[c] == max_freq]
    dominant = min(candidates)
    first = s.index(dominant)
    last = s.rindex(dominant)
    return s[first:last+1]",0.0005094,25.99316406,"def dominant_char_span(s: str) -> str:
    if not s:
        return """"
    idx_map = {}
    for i, char in enumerate(s):
        if char not in idx_map:
            idx_map[char] = []
        idx_map[char].append(i)
    best = min(idx_map, key=lambda c: (-len(idx_map[c]), c))
    indices = idx_map[best]
    return s[indices[0]:indices[-1]+1]",0.0004673,25.99316406,"def dominant_char_span(s: str) -> str:
    if not s:
        return """"
    freq = [0] * 256
    nonascii = {}
    for ch in s:
        o = ord(ch)
        if o < 256:
            freq[o] += 1
        else:
            nonascii[ch] = nonascii.get(ch, 0) + 1
    candidates = []
    for code in range(256):
        f = freq[code]
        if f:
            candidates.append((chr(code), f))
    for ch, f in nonascii.items():
        candidates.append((ch, f))
    max_freq = max(f for _, f in candidates)
    dominant = min(ch for ch, f in candidates if f == max_freq)
    first = s.find(dominant)
    last = s.rfind(dominant)
    return s[first:last+1]",0.0004673,25.99316406,"['b', 'a', 'c']"
106,"
def max_prefix_score(text: str) -> int:
""""""
Given a string `text`, calculate the score for every non-empty prefix of the string.
The score of a prefix is calculated as the count of uppercase letters minus the count of lowercase letters.
Return the maximum score found among all non-empty prefixes.
If the input string is empty, return 0.

Non-alphabetic characters do not affect the count but are part of the prefix structure.

max_prefix_score(""AbCd"") == 1
max_prefix_score(""hello"") == -1
max_prefix_score(""KeY"") == 1
max_prefix_score(""UPPER"") == 5
""""""
pass
","def max_prefix_score(text: str) -> int:
    if not text:
        return 0
    max_score = float('-inf')
    score = 0
    for c in text:
        if c.isupper():
            score += 1
        elif c.islower():
            score -= 1
        max_score = max(max_score, score)
    return max_score",0.0003761,25.99316406,"from itertools import accumulate

def max_prefix_score(text: str) -> int:
    if not text:
        return 0
    
    scores = accumulate(c.isupper() - c.islower() for c in text)
    return max(scores)",0.0003475,25.99316406,"def max_prefix_score(text: str) -> int:
    if not text:
        return 0
    deltas = []
    for ch in text:
        if 'A' <= ch <= 'Z':
            deltas.append(1)
        elif 'a' <= ch <= 'z':
            deltas.append(-1)
        else:
            deltas.append(0)

    def solve(l: int, r: int):
        if l + 1 == r:
            total = deltas[l]
            return total, deltas[l]
        m = (l + r) // 2
        total_left, max_left = solve(l, m)
        total_right, max_right = solve(m, r)
        total = total_left + total_right
        max_pref = max(max_left, total_left + max_right)
        return total, max_pref

    _, ans = solve(0, len(deltas))
    return ans",0.0003475,25.99316406,"['b', 'c', 'a']"
